Line;Category
" الغدر هو أحقر الجرائم الإنسانية وأكثرها خسة؛ لأنّ الإنسان يستطيع دائماً أن يفعل ما يريد في مواجهة الآخرين، وليس من خلفهم.";الغدر
 الغدر هي صفة من صفات الأشخاص الضعفاء.;الغدر
 الغرباء ناس يسعفوننا بعد جرح الأقرباء.;الظلم
 الغفران شيمة الشجعان.;التسامح
 الغيرة تشل الحب; الغيرة
 الغيرة في الحب كالماء للوردة قليله ينعش وكثيره يقتل; الغيرة
 الفُرَصُ تَمُرُّ مَرَّ السحاب.;الجد والعمل
 القَصَّابُ لا تهوله كثرة الغنم.;العزة والشجاعة
 القلب الذي يحمل صفة التسامح فهو من أعظم القلوب التي تسامح وتغفر للآخرين وعدم مقابلة الإساءة بالإساءة فهو أنقى وأطهر قلب لا يعرف الحقد والانتقام.;التسامح
 القناعة ركن أساسي من أركان السعادة، ولا يقف بناء السعادة في القلب إلا على هذا العمود.;القناعة
 القوة الحقيقية أن تحمل نفسك على الحق وأنت قادر على الباطل، وعلى العدل وأنت قادر على الظلم.;الظلم
 الكتاب يقرأ من عنوانه.;الخبرة في الحياة
 الكذابون خاسرون دائمًا، ولا سيما أن أحدًا لا يصدقهم حتى ولو صدقوا.;الكذب
 الكذبة كرة ثلجية تكبر كلما دحرجتها.;الكذب
 الكلام مزيج من الصدق والكذب، أما السكوت فصدق لا غش فيه، لذلك سكت والناس يتكلمون.;الكذب
 اللامبالاة تسبب تأثيرات جانبية خطيرة;اللامبالاة
 اللامبالاة شلل يصيب الروح موت قبل الأوان;اللامبالاة
 اللامبالاة هي آخر فصول الوجع;اللامبالاة
 اللبيب بالإشارة يفهم.;الذكاء
 اللهم اجعلنا من الأشخاص الخيرين، لا نترك إلا أثرًا طيبًا ولا ينالنا إلا دعاء جميل.;الظلم
 اللي كوندي: الصديق الوفي هو الذي لا يتغير معك ويبقى على طبيعته.;الأخوة والصداقة
 المحبة قوية كالموت والغيرة قاسية كالقبر; الغيرة
 المدرسة هي البيت الثاني، والحفاظ على النظافة الشخصية جزء من الحفاظ عليها لأنّها جزءٌ من بيئة الطالب التي تؤثر وتتأثر به.;النظافة
 المرء لا تعذبه الاضطهادات إذا كان عادلاً.;العدل
 المروءات أربع: العفاف، وإصلاح الحال، والتواضع، وإعانة الجيران.;التواضع
 المستشير معان والمستشار مؤتمن.;المشورة
 المستنير على طريق النجاح.;المشورة
 المنافق مكور مضر مرتاب;النفاق
 ألن جانبك لقومك يحبوك، وتواضع لهم يرفعوك، وابسط لهم يدك يطيعوك.;التواضع
 ألن جانبك لقومك يحبونك، وتواضع لهم يرفعونك، وابسط لهم يدك يطيعوك.;التواضع
 النجاة في الصدق.;الصدق
 النظافة الشخصية بالنسبة للطفل معيارٌ لصحة جسمه وحماية له من الإصابة بالأمراض المعدية والجراثيم، لذلك يجب تعليمه خطوات الحفاظ عليها باستمرار.;النظافة
 النظافة الشخصية من الأشياء التي تحافظ على صحة الجسم وتمنحه الطاقة الإيجابية.;النظافة
 النفاق الاجتماعي في زماننا هو التلون في العلاقات وعدم الوضوح في المواقف والمبادئ والأحاديث لغرض الإفساد أو الانتفاع الشخصي;النفاق
 النفاق مبني على المين;النفاق
 النفاق من أثافي الذل;النفاق
 النفس معجونة بالكبر والحرص والحسد، فمن أراد الله تعالى هلاكه منع منه التواضع والنصيحة والقناعة.;التواضع
 النقد ليس خيانة.. الخيانة أن تزيّن القبح، وتصفق للأخطاء.;الخيانة
 الواثقون من الصّداقة الحقيقيّة لا تربكهم لحظات الخصام، بل يبتسمون عندما يفترقون، لأنّهم يعلمون بأنّهم سيعودون قريباً.;الأخوة والصداقة
 الوَحْدَةُ خير من جليس السوء.;الصداقة
 الوفاء من شيم الكرام والغدر من صفات اللئام.;الغدر
 إما أن يتعلم الناس أن يعيشوا إخوه، أو يموتوا مثل الوحوش.;الأخوة والصداقة
 إن أخاك من واساك.;الصداقة
 إن البعوضة تُدْمي مُقْلةَ الأسد.;العزة والشجاعة
 إن الجبان حتْفُه من فوقه.;العزة والشجاعة
 إن الخيانة في حد ذاتها ميتة حقيرة.;الغدر
 إن الصنيعة لا تزال محتفظة بقيمتها ما دام شكرها يسيرا فإذا جلت عن الشكر جوزيت بالكفر والجحود;الشكر
 إنّ الكره ليرتجف أمام الحب، وإنّ الحقد ليهتز أمام التسامح، وإنّ القسوة لترتعش أمام الرقة واللين.;التسامح
 إن الله يعذب الذين يعذبون الناس;الرحمة 
 إنّ الله يمهل ولا يهمل.;الصبر
 إن اللين في القوة الرائعة أقوى من القوة نفسها، لأنه يظهر لك موضع الرحمة فيها والتواضع في الجمال أحسن من الجمال، لأنه ينفي الغرور عنه. ;التواضع
 إن المؤمن يقول قليلا ويعمل كثيرا وإن المنافق يقول كثيرا ويعمل قليلا;النفاق
 إن النفاق وهو زيف أخلاقي يبرهن على قيمة الأخلاق الصحيحة;النفاق
 أن تخضع للحق وتنقاد له، ولو سمعته من صبي قبلته، ولو سمعته من أجهل الناس قبلته.;التواضع
 أن تكون أخًا جيدًا، أفضل من أن تكون بطلًا خارقًا.;الأخوة والصداقة
 إن حضارة الإنسان وتاريخه ومستقبله، رهن كلمة صدق وصحيفة صدق وشعار صدق، فبالحق نعيش، وليس بالخبز وحده أبدا.;الصدق
 إن صديقك هو كفاية حاجتك وهو حقلك الذي تزرعه بالمحبة وتحصده بالشكر هو مائدتك وموقدك لأنك تأتي إليها جائعا وتسعى وراءه مستدفئا;الشكر
 إنّ غدا لناظره قريب.;الصبر
 إن غداً لناظره قريب.;الصبر والمواساة
 إنّ كلّ فضيلة تدمر ذاتها إذا خلت من التواضع.;التواضع
 إن كنا أمناء سوف نستطيع أن نطبق العقيدة. ;الأمانة
 إن كنت تريد أموراً تسع الجميع، فهي التسامح والحرية ومنطق الحوار.;التسامح
 إن كنت ريحاً فقد لاقيت إعصارا.;الحذر
 إن لم نلتقي يا صديقي فاذكرني في دعائك وسأذكرك في دعائي، فنكون التقينا بالدعاء.;الأخوة والصداقة
 إن محاربة الإنسان بشراسة وشدة لوجهة نظر لا يعرف عنها شيئاً، هي الخيانة الذهنية بعينها.;الخيانة
 إن مع اليوم غداً يا مسعدة.;الصبر والمواساة
 إنّ مع اليوم غداً يا مسعدة.;الصبر
 إن مفاتيح الأمور العزائم.;الجد والعمل
 إنّ من أجدر الأعمال أن لا تؤخّر عقوبته أو يعجّل عقوبته: الأمانة تخان، والرّحم تقطع والإحسان يكف.;الأمانة
 إن من التواضع الرضا بالدون من شرف المجلس، وأن تُسَلِّم على من لقيت.;التواضع
 إنّ من تعود على الظلم، لا يستطيع أن يفهم العدل.;الظلم
 أنا الغريق فما خوفي من البلل.;الصبر والمواساة
 أنا لا أعرف الحقيقة المجردة ولكني أركع متواضعاً أمام جهلي وفي هذا فخري وأجري.;التواضع
 أنا لها ولكل عظيمة.;العزة والشجاعة
 أنا ممتن لوجودك هنا بجانبي، هنا حتى نهاية كل شيء.;الأخوة والصداقة
 أنت على رد ما لم تقل أقدر منك على رد ما قلت.;السكوت والكلام
 أنتي صديقتي العزيزة كما لو كنتي محبوبتي، لا أدري أي جانب أفضّل بكِ، فأنا أفضل كلاهما، كما أفضل أن نكمل حياتنا سوياً.;الأخوة والصداقة
